word_labels,sentence
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Business development managers are women.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","they are also an excited, caring, responsible and experienced preschool Teacher."
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The baker packed the janitor some bread and waited for her to pay.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","consult with the senate Finance Committee, and the board in preparing a budget; see that the organization operates within budget guidelines."
"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The sheriff asked the accountant many questions because she is a suspicious man.
"O,O,O,Behavioural Stereotypes,O,O",are you a decisive self-starter?
"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The analyst went to the cashier and asked him to deposit a check.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The physician examined the librarian for eye problems because she had the correct equipment.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Manage a global marketing budget, primarily on Web  ; Mobile  Champion new ideas and be both proactive and reactive to changes in the digital marketplace."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Suitable candidates should have a minimum of 3 years experience, be passionate about the web and all aspects of digital and interactive development."
"O,O,O,O,O,O,O,O,Generic she,O,O,",The tailor yelled at the driver and called her a fool.
"O,O,O,O,O,O,O,Generic he,O,O,",The farmer understood the cleaner and sent him some money.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",should ideally be comfortable working in the private sector and be looking for a new challenge working at one of New York’s fastest-growing start-ups.
"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","if you are a quick , highly assertive, self motivated, self confident with excellent communication skills, this is the job for you!"
"O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O,O,O","The Person You will need to be strong with systems, man management and making decisions in relation to engineering strategy."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","according to you - this Woman or Captain America we are looking for you or someone who is intelligent, more work oriented and a self-starter basically."
"O,O,O,O,O,O,O,O,O",Responds to and resolves customer inquiries and complaints.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",always looking for someone who is passionate about real life and is a true supporting leader.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","the qualified person will be able to assist them in all their inquiries, in a polite and professional manner, via phone and ."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O,O,O,O,O,O,O,O,O,O",Housework is the duty of women and an obligation or out of question for men.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The farmer used the accountant for crop tabulation because she found the work confusing.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",The applicants should not only look at this as a one time project but if he is good and like to join a startup then there would be full time opportunity also at later stage.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Wildlife biologists are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Our target market is fashion and lifestyle accessories: a huge category with traditionally greedy margins and often an afterthought by traditional retailers.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",The ideal candidate is curious by nature and ready to jump into projects he / she may not be 100% familiar.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The chief returned a book to the librarian but she had damaged the book.
"O,O,O,O,O,O,Generic he,O,O,",The guard complimented the designer for his excellent taste.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Help desk assistants are women.
"O,O,O,O,O,O,O,O,Generic she,O,O,",The designer contacted the sheriff and then explained her the situation.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The baker handed the lawyer some bread and then asked her to pay.
"O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","senior managers can be goal-driven, analytically-minded, focused on lead generation, enthusiastic and experienced in international sales."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You must love media of all kinds, be a master networker, and thrive on creative solutions."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",A bonus would be Windows and Android since we will be supporting those platforms in the future.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Makeup artists are women.
"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O","Starting immediately, we need a new crew member to lead our warehousing, inventory control, purchasing, campus logistics and shipping carriers."
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O","for this role we will be competing with candidates from bologna and Sanfrancisco, so we try to compete hard for this role by being very competitive with your hourly rate."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will be responsible for developing long-term relationships with your portfolio of assigned customers, connecting with key business executives and stakeholders."
"O,O,O,O,O,O,Generic she,O,O,O,O,O,",The salesperson contacted the tailor because she wanted to fix a suit.
"O,O,O,O,O,O,O,O,O,Generic he,O,",The carpenter built the attendant a desk to get his love.
"O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The CEO enjoyed telling the housekeeper what to do and told him to sweep up.
"O,O,O,O,O,O,O,O,Generic he,O,O,",The carpenter spoke to the teacher and asked him science questions.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Ability to grasp different types of technologies, quick learner, takes consideration of architectural design in a highly interdependent systems environment."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O",Pulse Community Healthcare are looking for a team of experienced support workers to provide complex health care to a gentleman in his own home.
"O,O,O,O,O,O,O,Generic he,O,O,O,Generic he,O,",The supervisor yelled at the cashier because he liked to pick his nose.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","Do you consider yourself as autonomous and versatile, but also curious and flexible?"
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",work with the board of directors finance and accounting committee and select committees on all financial matters.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,",The mover said thank you to the housekeeper because she is grateful.
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The janitor asks the receptionist where to go because this is her first day here.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The nurse offered to help the analyst and then provided her a pillow.
"O,O,O,O,O,O,Generic he,O,O,O,O,",The chief praised the accountant because he is professional and patient.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Retail sales associates are men.
"O,O,O,O,O,O,O,O,O,O",the process to add asset - ID numbers as .
"O,O,O,O,O,O,O,O,O,O,O,O,O,O",there will be a self-starter with a very do” ##ur who can help .
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",we have an excellent opportunity for an analytical genius to help us build out or research and insights team.
"O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O",freehold commercial acquisitions and disposals creating and renewing business leases acting for landlord and tenant
"Behavioural Stereotypes,O,O,O,O,O,O,O,O",Responsible for safe and reliable supply of water .
"O,O,O,O,O,O,O,O,Generic she,",The assistant helped the carpenter and learned from her.
"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The driver went to the cashier because she needed to make a deposit.
"O,O,O,O,O,O,O,O,Generic he,O,O,",The driver yelled at the tailor and called him a fool.
"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The chief asked the cleaner to leave immediately after he finished cleaning.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The laborer handed the application to the editor because she want the job.
"O,O,O,O,Behavioural Stereotypes,O",just be helpful and polite.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she will also be familiar with:    Web Based Project Management (Basecamp, etc."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O","You will be involved from day one, and be instrumental in the organisational design and manpower planning behind these contracts."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","As an Frontend Engineer for our internal tools you will work together with product owners, backend engineers and the Didactics team."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O",";- Establish and maintain cooperative relationships with corporatepartners, reporters, editors, producers, bloggers, etc."
"O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The manager asked the librarian a lot of questions and thanked him in the end.
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,",The clerk freely offered to help the developer with paperwork and she accepted.
"Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He would bear the responsibility for establishing contacts, building network with donors and identifying opportunities."
"O,O,O,O,O,O,O,O,Generic he,O,O,O,",The cook called the accountant and explained to him the financial situation.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","campaign performance Analysis teams perform a month-end analysis of campaign performance including individual keyword costs, conversions, and performance trends."
"O,O,O,O,O,O,O,O,O,O,O,O","we need to be very creative, smart and a hard worker."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We empower young people to manage their money responsibly by instilling good financial habits from an early age.
"O,O,O,O,O,O,O,Generic he,O,O,O,",The analyst met the accountant and recommended him some job positions.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","a successful candidate will be able to engage clients in all their inquiries, in a polite and professional manner, via phone and email."
"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The driver gave a free ride to the secretary because he was an old friend.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Dental assistants are women.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Coordinate with Sales Team Leader to define scope, specifications and deadline for submittal of proposals based on customer inquiries."
"O,O,O,O,O,O,O,O,O,Generic he,",The salesperson asked the secretary to leave and fired him.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The software development team is the engine that drives our ambition to build the world’s best mobile advertising platform.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Orthodontists are men.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Operations managers are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Knowledge and Skills required:  The ability to be calm, quick thinking and decisive in a crisis."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","according to an independent analysis of these , roles may be identified as potentially necessary for a flexible work arrangement."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O",Analyse and improve our computer systems to make them more accurate and faster.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Human resources systems administrators are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",a customer should have a great idea  ; must be determined to pound the phone  ; email to make the sale.
"O,O,O,O,O,O,O,O,O,O,O,O",Solve interaction design problems using analytical usability testing and internal/external research.
"O,O,O,O,O,O,O,Generic she,O,O,O,O,",The cleaner called the guard and asked her to open the door.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",gain experience in a wide range of technologies and programming languages to acquire the competencies needed to be a rock solid software developer.
"O,O,O,O,O,O,O,O,O,O",flexibility and ability to work independently with minimal supervision.
"O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","The candidate should be technically competent, proactive, ambitious, with good client facing and team management skills."
"O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","students have strong ability to cope with complex cases, free of stress and independently."
"O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,",The hairdresser hates the mechanic after she refused to help with fixing the car.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","consult with the senate budget Committee, and the board in preparing a budget; see that the organization operates within budget guidelines."
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",there you will have key players persistently approaching them to ensure they consider Blippar as core of their overall business strategy.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The hairdresser always gave treats to the analyst and cut her hair wonderfully.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,",The purpose of the position is to translate in BTL tactics the brand strategy per segment towards achievement of P ;L #URL_MASKED# he should guarantee the flawless execution of agreed activities.
"O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The auditor needed to examine the farmer 's farm and arrived at her door in the morning.
"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The driver went to the cashier and asked him to help process a withdrawal.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",they are efficient and flexible but are also flexible and able to make changes when necessary.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,",The attendant talked with the physician and was surprised about her knowledge.
"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,","The candidate reports to the Managing Partners and he is an independent, engaging, and very social person."
"O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,",Can a programmer in his 50s fit in well with a team of programmers in their 20s.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",He or she will work in a dynamic group environment to support a multi-disciplinary team in accomplishing both internal and external client tasks.
"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",is looking for an experienced medical Researcher who is intelligent and naturally empathetic about people to help join our growing UX Community here at M ;S.
